"reldenom","egender","ks2aps","region","instype","totpups","ofstedgrade"
"Non-religious","Mixed",20.6,"London","Community",35,"Good"
"Non-religious","Mixed",NA,"London","Community",119,"Outstanding"
"Non-religious","Mixed",27.6,"London","Academy",1736,"Outstanding"
"Non-religious","Mixed",NA,"London","Academy",1535,"Outstanding"
"Non-religious","Mixed",26.7,"London","Community",1440,"Good"
"Religious","Mixed",NA,"London","Academy",204,"Good"
"Non-religious","Mixed",25.4,"London","Community",912,"Good"
"Non-religious","Mixed",26.8,"London","Community",1036,"Requires Improvement"
"Non-religious","Mixed",27.3,"London","Community",1453,"Good"
"Non-religious","Mixed",27.6,"London","Community",1322,"Good"
"Non-religious","Mixed",26.7,"London","Community",1323,"Outstanding"
"Non-religious","Single-sex",27.4,"London","Community",1348,"Outstanding"
"Non-religious","Single-sex",26.6,"London","Community",762,"Good"
"Religious","Mixed",23.8,"London","Foundation",788,"Requires Improvement"
"Religious","Single-sex",28.8,"London","Voluntary",1361,"Outstanding"
"Religious","Single-sex",28.3,"London","Voluntary",1256,"Outstanding"
"Non-religious","Single-sex",27.7,"London","Community",1180,"Good"
"Religious","Mixed",NA,"London","Academy",447,"Outstanding"
"Religious","Mixed",27.8,"London","Academy",885,"Good"
"Non-religious","Mixed",4,"London","Academy",107,"Good"
"Religious","Mixed",NA,"London","Academy",630,"Outstanding"
"Non-religious","Mixed",28,"London","Academy",1944,"Outstanding"
"Non-religious","Mixed",27.5,"London","Community",1216,"Good"
"Religious","Mixed",27.4,"London","Academy",1240,"Outstanding"
"Religious","Mixed",26.2,"London","Academy",857,"Good"
"Non-religious","Single-sex",32.3,"London","Community",934,"Outstanding"
"Religious","Mixed",28,"London","Voluntary",925,"Requires Improvement"
"Non-religious","Mixed",27.1,"London","Academy",2550,"Outstanding"
"Religious","Mixed",26.1,"London","Foundation",1613,"Good"
"Non-religious","Mixed",27.6,"London","Community",1598,"Outstanding"
"Religious","Mixed",27.7,"London","Academy",1167,"Good"
"Non-religious","Mixed",28.1,"London","Community",1395,"Outstanding"
"Religious","Mixed",29.5,"London","Voluntary",1694,"Outstanding"
"Religious","Single-sex",28.9,"London","Academy",794,"Good"
"Non-religious","Mixed",27.3,"London","Community",1306,"Outstanding"
"Non-religious","Mixed",28.7,"London","Community",1551,"Requires Improvement"
"Non-religious","Mixed",28.2,"London","Community",1617,"Good"
"Non-religious","Single-sex",32.4,"London","Community",888,"Outstanding"
"Non-religious","Mixed",7.7,"London","Foundation",155,"Good"
"Non-religious","Mixed",NA,"London","Community",60,"Outstanding"
"Non-religious","Mixed",3,"London","Community",141,"Outstanding"
"Religious","Mixed",28.3,"London","Voluntary",697,"Good"
"Non-religious","Mixed",28.8,"London","Academy",1161,"Outstanding"
"Non-religious","Mixed",27,"London","Academy",833,"Requires Improvement"
"Non-religious","Mixed",28.6,"London","Academy",1115,"Outstanding"
"Non-religious","Mixed",27.5,"London","Academy",650,"Good"
"Religious","Mixed",NA,"London","Voluntary",278,"Outstanding"
"Non-religious","Mixed",29.1,"London","Academy",1280,"Good"
"Non-religious","Mixed",27.1,"London","Academy",744,"Requires Improvement"
"Non-religious","Mixed",29.4,"London","Academy",1112,"Outstanding"
"Non-religious","Mixed",16.1,"London","Community",133,"Outstanding"
"Non-religious","Mixed",NA,"London","Community",59,"Good"
"Non-religious","Single-sex",27,"London","Academy",1243,"Good"
"Non-religious","Single-sex",27.3,"London","Academy",1182,"Good"
"Religious","Mixed",27.7,"London","Academy",2057,"Outstanding"
"Religious","Mixed",28.2,"London","Academy",1478,"Outstanding"
"Non-religious","Mixed",28.2,"London","Academy",1659,"Good"
"Religious","Single-sex",28.6,"London","Voluntary",1030,"Good"
"Religious","Single-sex",32.3,"London","Academy",1226,"Good"
"Non-religious","Mixed",28.4,"London","Academy",1226,"Requires Improvement"
"Religious","Single-sex",29.3,"London","Voluntary",1284,"Outstanding"
"Non-religious","Mixed",26.8,"London","Community",1171,"Requires Improvement"
"Religious","Single-sex",33.3,"London","Academy",858,"Outstanding"
"Religious","Single-sex",32.8,"London","Academy",1035,"Good"
"Religious","Single-sex",32.8,"London","Academy",1368,"Good"
"Religious","Single-sex",33.2,"London","Academy",1092,"Outstanding"
"Non-religious","Mixed",11.9,"London","Academy",127,"Good"
"Non-religious","Mixed",NA,"London","Other",53,"Requires Improvement"
"Non-religious","Mixed",NA,"London","Community",81,"Good"
"Non-religious","Mixed",20.8,"London","Academy",67,"Good"
"Religious","Mixed",27,"London","Foundation",1528,"Good"
"Religious","Mixed",27.7,"London","Academy",1406,"Good"
"Non-religious","Single-sex",27.3,"London","Academy",585,"Good"
"Non-religious","Mixed",26.4,"London","Community",864,"Requires Improvement"
"Non-religious","Mixed",25.3,"London","Community",929,"Requires Improvement"
"Non-religious","Mixed",27.1,"London","Community",1126,"Good"
"Religious","Mixed",28,"London","Academy",1553,"Good"
"Religious","Mixed",27.5,"London","Voluntary",1145,"Good"
"Non-religious","Mixed",26.4,"London","Community",887,"Requires Improvement"
"Non-religious","Mixed",25.2,"London","Community",686,"Good"
"Non-religious","Mixed",27,"London","Community",846,"Requires Improvement"
"Non-religious","Single-sex",27.4,"London","Community",508,"Good"
"Non-religious","Mixed",25.6,"London","Academy",654,"Requires Improvement"
"Religious","Mixed",26.6,"London","Academy",976,"Good"
"Non-religious","Single-sex",28.1,"London","Community",897,"Good"
"Non-religious","Mixed",26.3,"London","Community",649,"Good"
"Non-religious","Mixed",22.9,"London","Community",63,"Good"
"Non-religious","Mixed",NA,"London","Academy",89,"Good"
"Religious","Mixed",10.9,"London","Academy",147,"Good"
"Non-religious","Mixed",7.5,"London","Academy",337,"Outstanding"
"Religious","Mixed",27.8,"West Midlands","Voluntary",767,"Inadequate"
"Religious","Mixed",28.1,"West Midlands","Voluntary",1128,"Good"
"Non-religious","Mixed",25.8,"West Midlands","Academy",883,"Inadequate"
"Religious","Mixed",25.6,"West Midlands","Academy",245,"Requires Improvement"
"Religious","Mixed",24.6,"West Midlands","Academy",582,"Outstanding"
"Non-religious","Mixed",28.8,"West Midlands","Academy",1721,"Outstanding"
"Religious","Mixed",25.8,"West Midlands","Academy",912,"Good"
"Non-religious","Mixed",26.9,"West Midlands","Other",387,"Good"
"Non-religious","Mixed",27.1,"West Midlands","Community",272,"Requires Improvement"
"Religious","Mixed",26.6,"West Midlands","Academy",886,"Outstanding"
"Religious","Mixed",26.2,"West Midlands","Academy",665,"Inadequate"
"Non-religious","Mixed",29.3,"West Midlands","Academy",1016,"Good"
"Religious","Mixed",28.4,"West Midlands","Voluntary",1215,"Good"
"Religious","Single-sex",32.5,"West Midlands","Academy",993,"Outstanding"
"Religious","Mixed",30.1,"West Midlands","Academy",1006,"Good"
"Non-religious","Single-sex",26.4,"West Midlands","Community",858,"Outstanding"
"Non-religious","Mixed",26.1,"West Midlands","Academy",1181,"Good"
"Religious","Mixed",25.9,"West Midlands","Voluntary",531,"Requires Improvement"
"Non-religious","Mixed",26.3,"West Midlands","Community",1221,"Inadequate"
"Religious","Mixed",26.6,"West Midlands","Foundation",1053,"Good"
"Religious","Mixed",26.2,"West Midlands","Foundation",624,"Good"
"Religious","Mixed",28.4,"West Midlands","Academy",1338,"Good"
"Religious","Mixed",26.4,"West Midlands","Academy",397,"Requires Improvement"
"Religious","Mixed",25,"West Midlands","Academy",895,"Good"
"Religious","Mixed",27.2,"West Midlands","Foundation",1859,"Requires Improvement"
"Non-religious","Mixed",26.1,"West Midlands","Academy",653,"Good"
"Religious","Mixed",28,"West Midlands","Academy",896,"Good"
"Religious","Mixed",26.6,"West Midlands","Academy",1076,"Good"
"Religious","Single-sex",31.7,"West Midlands","Voluntary",969,"Good"
"Non-religious","Single-sex",26.8,"West Midlands","Academy",826,"Outstanding"
"Non-religious","Mixed",24.2,"West Midlands","Academy",558,"Requires Improvement"
"Non-religious","Mixed",26.2,"West Midlands","Academy",877,"Outstanding"
"Non-religious","Single-sex",25.6,"West Midlands","Academy",518,"Good"
"Non-religious","Mixed",27.4,"West Midlands","Community",1178,"Requires Improvement"
"Non-religious","Single-sex",27.8,"West Midlands","Community",747,"Good"
"Non-religious","Mixed",26.6,"West Midlands","Community",1101,"Outstanding"
"Religious","Mixed",25.7,"West Midlands","Voluntary",581,"Inadequate"
"Religious","Mixed",26,"West Midlands","Academy",1249,"Outstanding"
"Non-religious","Mixed",25.5,"West Midlands","Community",710,"Inadequate"
"Non-religious","Mixed",27.8,"West Midlands","Community",1040,"Requires Improvement"
"Religious","Single-sex",32.6,"West Midlands","Academy",777,"Outstanding"
"Religious","Single-sex",33.3,"West Midlands","Academy",752,"Outstanding"
"Religious","Single-sex",33.1,"West Midlands","Academy",923,"Outstanding"
"Religious","Mixed",33.1,"West Midlands","Academy",1204,"Outstanding"
"Religious","Single-sex",32.9,"West Midlands","Academy",926,"Outstanding"
"Non-religious","Mixed",26.9,"West Midlands","Academy",1224,"Good"
"Non-religious","Single-sex",27.3,"West Midlands","Community",523,"Good"
"Religious","Single-sex",28.1,"West Midlands","Foundation",697,"Requires Improvement"
"Religious","Single-sex",29.3,"West Midlands","Academy",915,"Good"
"Non-religious","Mixed",25.7,"West Midlands","Community",802,"Inadequate"
"Non-religious","Single-sex",25.4,"West Midlands","Academy",448,"Inadequate"
"Religious","Single-sex",27,"West Midlands","Academy",959,"Outstanding"
"Non-religious","Mixed",26.8,"West Midlands","Foundation",1310,"Requires Improvement"
"Religious","Mixed",27.9,"West Midlands","Academy",1345,"Outstanding"
"Religious","Mixed",NA,"West Midlands","Academy",335,"Outstanding"
"Non-religious","Mixed",26,"West Midlands","Academy",986,"Requires Improvement"
"Religious","Mixed",NA,"West Midlands","Academy",393,"Outstanding"
"Religious","Mixed",NA,"West Midlands","Academy",228,"Inadequate"
"Non-religious","Mixed",27.7,"West Midlands","Academy",923,"Outstanding"
"Non-religious","Mixed",29.2,"West Midlands","Academy",1306,"Outstanding"
"Non-religious","Mixed",27.6,"West Midlands","Foundation",733,"Outstanding"
"Non-religious","Mixed",25.6,"West Midlands","Academy",603,"Inadequate"
"Religious","Mixed",27.1,"West Midlands","Voluntary",1034,"Good"
"Religious","Mixed",25.1,"West Midlands","Voluntary",668,"Good"
"Religious","Single-sex",29.1,"West Midlands","Voluntary",961,"Good"
"Non-religious","Single-sex",27.3,"West Midlands","Community",682,"Outstanding"
"Non-religious","Mixed",26.7,"West Midlands","Academy",1007,"Good"
"Religious","Mixed",27.5,"West Midlands","Foundation",1313,"Inadequate"
"Non-religious","Mixed",NA,"West Midlands","Community",1356,"Outstanding"
"Non-religious","Mixed",25.5,"West Midlands","Academy",711,"Requires Improvement"
"Non-religious","Single-sex",32.4,"West Midlands","Academy",1007,"Outstanding"
"Non-religious","Single-sex",27.7,"West Midlands","Community",1771,"Good"
"Non-religious","Single-sex",26.5,"West Midlands","Community",504,"Good"
"Non-religious","Single-sex",27.2,"West Midlands","Foundation",590,"Good"
"Non-religious","Mixed",26.3,"West Midlands","Academy",1415,"Good"
"Religious","Mixed",24.2,"West Midlands","Other",163,"Inadequate"
"Non-religious","Single-sex",27.3,"West Midlands","Community",615,"Outstanding"
"Non-religious","Mixed",26.3,"West Midlands","Academy",918,"Outstanding"
"Non-religious","Mixed",12.7,"West Midlands","Community",105,"Good"
"Non-religious","Mixed",NA,"West Midlands","Foundation",58,"Good"
"Non-religious","Mixed",3.5,"West Midlands","Academy",377,"Outstanding"
"Non-religious","Mixed",4.3,"West Midlands","Community",85,"Outstanding"
"Non-religious","Mixed",8.4,"West Midlands","Community",229,"Inadequate"
"Non-religious","Single-sex",15.6,"West Midlands","Community",121,"Outstanding"
"Non-religious","Mixed",20.8,"West Midlands","Community",110,"Inadequate"
"Non-religious","Mixed",3.8,"West Midlands","Community",260,"Good"
"Non-religious","Mixed",14,"West Midlands","Community",83,"Good"
"Non-religious","Mixed",NA,"West Midlands","Community",72,"Outstanding"
"Non-religious","Mixed",11.7,"West Midlands","Community",242,"Good"
"Non-religious","Mixed",14.7,"West Midlands","Foundation",386,"Good"
"Non-religious","Mixed",7.1,"West Midlands","Community",142,"Outstanding"
"Non-religious","Mixed",7.9,"West Midlands","Community",216,"Outstanding"
"Non-religious","Mixed",11.4,"West Midlands","Academy",182,"Outstanding"
"Religious","Mixed",24.3,"West Midlands","Foundation",747,"Good"
"Religious","Mixed",27.6,"West Midlands","Voluntary",907,"Good"
"Religious","Mixed",28.4,"West Midlands","Academy",1471,"Requires Improvement"
"Non-religious","Mixed",27.9,"West Midlands","Academy",1523,"Outstanding"
"Religious","Mixed",27.1,"West Midlands","Voluntary",1232,"Requires Improvement"
"Non-religious","Mixed",27.8,"West Midlands","Academy",1587,"Requires Improvement"
"Non-religious","Mixed",28.6,"West Midlands","Academy",1501,"Outstanding"
"Religious","Mixed",25.5,"West Midlands","Foundation",989,"Requires Improvement"
"Non-religious","Mixed",27.6,"West Midlands","Academy",806,"Inadequate"
"Religious","Mixed",24.7,"West Midlands","Foundation",700,"Good"
"Non-religious","Mixed",25.6,"West Midlands","Academy",1324,"Outstanding"
"Non-religious","Mixed",25,"West Midlands","Academy",1306,"Outstanding"
"Religious","Mixed",26.9,"West Midlands","Foundation",1062,"Requires Improvement"
"Non-religious","Single-sex",27.8,"West Midlands","Academy",993,"Good"
"Religious","Mixed",26.2,"West Midlands","Academy",560,"Good"
"Religious","Mixed",26.5,"West Midlands","Academy",811,"Outstanding"
"Non-religious","Single-sex",27.1,"West Midlands","Academy",799,"Requires Improvement"
"Non-religious","Mixed",3,"West Midlands","Community",98,"Good"
"Non-religious","Mixed",19.9,"West Midlands","Community",81,"Good"
"Non-religious","Mixed",7.3,"West Midlands","Community",124,"Outstanding"
"Non-religious","Mixed",17.6,"West Midlands","Community",132,"Requires Improvement"
"Religious","Mixed",28.8,"West Midlands","Academy",824,"Good"
"Religious","Mixed",26,"West Midlands","Voluntary",597,"Requires Improvement"
"Non-religious","Mixed",27.2,"West Midlands","Foundation",595,"Requires Improvement"
"Non-religious","Mixed",28.3,"West Midlands","Community",971,"Requires Improvement"
"Religious","Mixed",28.6,"West Midlands","Academy",1197,"Outstanding"
"Religious","Mixed",27.1,"West Midlands","Academy",1165,"Inadequate"
"Non-religious","Mixed",26.2,"West Midlands","Community",1042,"Good"
"Religious","Mixed",26.9,"West Midlands","Academy",711,"Requires Improvement"
"Religious","Mixed",28,"West Midlands","Academy",895,"Good"
"Religious","Mixed",27.5,"West Midlands","Foundation",755,"Requires Improvement"
"Religious","Single-sex",30.1,"West Midlands","Voluntary",626,"Good"
"Religious","Mixed",27.2,"West Midlands","Foundation",569,"Requires Improvement"
"Religious","Mixed",28.3,"West Midlands","Academy",1183,"Outstanding"
"Non-religious","Mixed",28.8,"West Midlands","Community",1022,"Good"
"Religious","Mixed",27,"West Midlands","Foundation",1140,"Requires Improvement"
"Religious","Mixed",29.5,"West Midlands","Academy",1689,"Good"
"Non-religious","Mixed",27.3,"West Midlands","Community",752,"Good"
"Non-religious","Mixed",6.8,"West Midlands","Community",151,"Outstanding"
"Non-religious","Mixed",NA,"West Midlands","Foundation",90,"Good"
"Non-religious","Mixed",NA,"West Midlands","Community",136,"Outstanding"
"Non-religious","Mixed",NA,"West Midlands","Community",66,"Good"
"Non-religious","Single-sex",22.4,"West Midlands","Community",47,"Good"
"Non-religious","Mixed",12.4,"West Midlands","Foundation",153,"Good"
"Religious","Mixed",25.8,"West Midlands","Academy",1436,"Inadequate"
"Religious","Mixed",26.2,"West Midlands","Academy",957,"Requires Improvement"
"Non-religious","Mixed",27.1,"West Midlands","Academy",1221,"Good"
"Religious","Mixed",25,"West Midlands","Foundation",1353,"Good"
"Non-religious","Mixed",26.8,"West Midlands","Academy",1644,"Requires Improvement"
"Religious","Mixed",26.1,"West Midlands","Academy",1194,"Requires Improvement"
"Non-religious","Mixed",27.3,"West Midlands","Academy",904,"Good"
"Non-religious","Mixed",27.3,"West Midlands","Community",1275,"Requires Improvement"
"Religious","Mixed",25,"West Midlands","Foundation",1410,"Good"
"Religious","Mixed",27.7,"West Midlands","Academy",1089,"Good"
"Non-religious","Mixed",27,"West Midlands","Academy",1019,"Requires Improvement"
